key_resp_4.keys,key_resp_4.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,cont.keys,cont.rt,retry_testing.thisRepN,retry_testing.thisTrialN,retry_testing.thisN,retry_testing.thisIndex,retry_testing.ran,受試者編號,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[158.91851901022883,176.49689605088113]","[-118.7500000000001,-205.68103339880415]",40.5,475,1,"[153,156,159,163,164,164,164,164,163,159,157,156,155,155,155,155,153,152,143,127,97,52,4,-37,-64,-81,-90,-96,-99,-101,-105,-115]","[159,164,168,172,173,173,174,175,175,175,175,175,175,175,175,175,175,173,150,119,75,12,-49,-102,-140,-162,-173,-180,-182,-183,-184,-186]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0001999999999497959,0.01680000000004611,0.031199999999948602,0.04789999999990613,0.06630000000004088,0.08149999999999835,0.09980000000004452,0.11680000000004043,0.1316000000000912,0.14780000000004634,0.16599999999999682,0.183699999999952,0.1983999999999071,0.21639999999990067,0.23149999999999693,0.24810000000009325,0.26460000000009387,0.2816000000000898,0.29949999999999477,0.3164999999999978,0.3335000000000008,0.34830000000004446,0.3646999999999494,0.3814999999999955,0.39789999999990755,0.41499999999999915,0.43180000000004526,0.44950000000000045,0.4648999999999077,0.4831000000000927,0.4998000000000431,0.5165000000000006]",,14,0,14,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,,,,,1,,,,,,,,,,,,,1,0,0,1
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,return,0.9263,"[54,43]","[-305.67112522931427,-64.97240338054971]",25.5,625,2,"[54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,45,26,-4,-42,-76,-104,-126,-151,-172,-187,-197,-216,-229,-237,-245,-251,-257,-267,-277,-288,-300]","[43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,36,25,8,-9,-27,-44,-62,-75,-84,-89,-94,-95,-95,-95,-94,-91,-88,-83,-77,-71]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000001340709,0.017600000000093985,0.03249999999999886,0.04910000000008807,0.06640000000013657,0.0829000000001372,0.09960000000008762,0.11599999999999966,0.13269999999995008,0.15099999999999625,0.1661000000000925,0.18260000000009313,0.19910000000009376,0.21610000000008966,0.2328000000000472,0.2494000000001364,0.26610000000009393,0.28299999999999415,0.29980000000004736,0.31760000000009114,0.3331000000000941,0.3509999999999991,0.36640000000013373,0.38310000000009126,0.40119999999995315,0.4161999999999537,0.4329000000001386,0.4499000000001345,0.46680000000004185,0.48460000000009273,0.5015000000000001,0.5159999999999982,0.5328000000000443,0.5498000000000474,0.5664999999999978,0.5846999999999483,0.6014000000001403,0.6166000000000906,0.6343000000000458]",,0,0,0,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-305.67112522931427,-64.97240338054971]","[285.4829555133128,127.10520096118755]",25.5,625,2,"[-300,-302,-302,-302,-302,-302,-302,-302,-302,-302,-302,-302,-302,-302,-288,-255,-206,-140,-50,50,172,294,392,450,468,469,469,469,468,464,452,437,421,400,377,354,335,326,325,324,324,324,322,319,312,302,292]","[-71,-70,-70,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-68,-60,-46,-22,7,38,76,113,144,162,169,169,169,169,169,169,169,167,164,157,149,140,131,126,124,124,124,124,123,123,122,121,121]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00010000000009569021,0.017000000000003013,0.031500000000001194,0.048400000000142995,0.06490000000014362,0.08160000000009404,0.1006000000000924,0.11490000000014078,0.1314000000001414,0.14830000000004873,0.16510000000009484,0.18319999999995673,0.19990000000014163,0.2149000000001422,0.232100000000095,0.24860000000009563,0.26540000000014174,0.2821999999999534,0.2985000000000042,0.3165000000000049,0.33190000000013953,0.34880000000004685,0.36650000000000205,0.3821999999999548,0.3989000000001397,0.4164000000001451,0.43180000000004526,0.4481999999999573,0.4653000000000489,0.4816000000000926,0.49869999999995684,0.5151999999999575,0.5320000000000036,0.5503000000000497,0.5651000000000934,0.5821000000000964,0.5986999999999583,0.616500000000002,0.632000000000005,0.6488000000000511,0.6649999999999991,0.6835000000000022,0.6986999999999526,0.7151999999999532,0.7331999999999539,0.7504000000001412,0.765300000000046]",,1,0,1,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[285.4829555133128,127.10520096118755]","[-252.81781074217108,-183.68289134139783]",25.5,625,2,"[292,287,285,283,283,279,279,279,279,279,279,279,279,279,279,279,261,235,194,137,73,17,-19,-40,-51,-55,-58,-64,-88,-106,-120,-127,-134,-140,-150,-163,-180,-193,-204,-213,-219,-222,-225,-227,-228,-230,-232,-236,-238,-239,-239,-239,-240,-240,-240,-240,-240,-240,-241]","[121,121,121,122,122,122,122,122,122,122,122,122,122,122,122,122,102,79,37,-12,-66,-107,-135,-147,-153,-154,-154,-154,-154,-154,-154,-154,-153,-151,-150,-150,-150,-153,-158,-162,-167,-170,-173,-176,-177,-178,-179,-180,-181,-181,-181,-181,-181,-181,-181,-181,-181,-181,-181]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000000454861,0.017699999999955196,0.033100000000089835,0.05090000000014072,0.0660000000000025,0.08319999999995531,0.09990000000014021,0.11619999999994945,0.13290000000014146,0.1496999999999531,0.16619999999995372,0.18290000000013862,0.19950000000000045,0.21619999999995088,0.232999999999997,0.2494000000001364,0.2665000000000006,0.28300000000000125,0.3009000000001407,0.31640000000013657,0.33469999999995537,0.35010000000009,0.36660000000009063,0.38310000000009126,0.40130000000004884,0.41810000000009495,0.4331999999999496,0.44940000000013924,0.4681000000000921,0.4851000000000951,0.5013000000000432,0.5164000000001394,0.5343000000000444,0.5496999999999517,0.566300000000048,0.5833000000000439,0.599499999999999,0.6161000000000953,0.6331999999999525,0.6499999999999986,0.666400000000138,0.6829999999999998,0.7011000000000891,0.7166999999999533,0.7331000000000927,0.7509000000001365,0.7666000000000892,0.783199999999951,0.799900000000136,0.8179000000001366,0.8346999999999554,0.8493000000000421,0.8664000000001408,0.8844999999999956,0.8991999999999507,0.9163000000000423,0.9329999999999998,0.9495000000000005,0.9663000000000466]",,2,0,2,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-252.81781074217108,-183.68289134139783]","[209.1033144871432,232.2327579616857]",25.5,625,2,"[-241,-241,-241,-241,-240,-239,-239,-239,-247,-257,-260,-260,-261,-261,-261,-261,-256,-217,-190,-69,28,102,156,184,190,190,190,190,190,190,191,194,198,203,206,210,216,221]","[-181,-181,-181,-181,-181,-181,-181,-182,-182,-184,-184,-184,-184,-184,-184,-184,-184,-161,-144,-69,-8,49,100,134,152,161,166,168,169,169,171,173,179,186,192,202,217,234]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0004000000001411763,0.01780000000004378,0.03270000000018314,0.049500000000001876,0.06630000000004799,0.0831000000000941,0.09949999999999903,0.11630000000004515,0.13430000000004583,0.14990000000013737,0.16820000000018354,0.18440000000013868,0.201300000000046,0.21630000000004657,0.2325000000000017,0.2496000000000933,0.2666000000000892,0.2843000000000444,0.30010000000009285,0.31780000000004804,0.3331000000000941,0.35120000000018337,0.3683000000000476,0.384700000000187,0.39970000000018757,0.4163000000000423,0.434300000000043,0.44980000000004594,0.4681000000000921,0.48499999999999943,0.5020000000000024,0.5219999999999985,0.5348000000000468,0.5494000000001407,0.5661000000000911,0.584800000000044,0.5996000000000947,0.6181000000000907]",,3,0,3,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[209.1033144871432,232.2327579616857]","[-156.25000000000014,-270.632938682637]",25.5,625,2,"[221,226,233,236,237,235,234,233,232,230,228,227,225,222,220,218,218,218,218,218,215,210,196,165,87,59,1,-63,-78,-97,-100,-101,-101,-102,-102,-102,-102,-102,-103,-105,-115,-132,-158,-183,-203,-214,-216,-216,-216,-216,-216,-216,-211,-203,-186,-166]","[234,248,260,267,269,269,269,269,268,267,266,261,256,253,248,246,244,243,241,239,235,226,208,170,78,42,-35,-142,-169,-212,-222,-225,-226,-226,-226,-226,-226,-226,-227,-227,-231,-238,-248,-261,-270,-278,-281,-282,-282,-282,-282,-282,-282,-280,-278,-274]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00030000000005259153,0.01619999999995514,0.0313000000000514,0.04819999999995872,0.08250000000000313,0.09800000000000608,0.11589999999991107,0.13150000000000261,0.1496999999999531,0.16489999999991056,0.18149999999999977,0.1980000000000004,0.2148000000000465,0.2325000000000017,0.24789999999990897,0.2645999999998665,0.28269999999995576,0.2983000000000473,0.31480000000004793,0.33150000000000546,0.3478999999999104,0.3643000000000498,0.3813000000000457,0.3993999999999076,0.4165999999998604,0.43280000000005003,0.4480000000000004,0.4658999999999125,0.48169999999995383,0.49900000000000233,0.5146999999999551,0.5313000000000514,0.5491999999999564,0.5648999999999091,0.5811999999999529,0.5975000000000037,0.6163999999999064,0.632899999999907,0.6475999999998621,0.6643999999999082,0.68130000000005,0.699199999999955,0.714500000000001,0.7310999999998629,0.747899999999909,0.7646999999999551,0.7828999999999127,0.797800000000052,0.8143000000000526,0.8308999999999074,0.8495999999998602,0.8644999999999996,0.8810999999998614,0.8983000000000487,0.9160999999998651,0.9313999999999112]",,4,0,4,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-156.25000000000014,-270.632938682637]","[96.56781074217108,297.2051613422355]",25.5,625,2,"[-166,-149,-136,-132,-132,-132,-132,-132,-132,-132,-133,-134,-134,-135,-136,-140,-142,-141,-130,-107,-71,-28,28,57,71,76,76,76,76,76,75,75,75,79,81,81,84,87,96,99,101]","[-274,-271,-268,-267,-267,-267,-267,-267,-267,-267,-267,-267,-267,-267,-267,-259,-242,-215,-169,-103,-19,75,211,281,320,339,344,345,346,346,346,346,346,346,346,346,345,340,322,311,304]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0001999999999497959,0.017599999999859506,0.032599999999860074,0.049399999999906186,0.06569999999994991,0.08469999999994826,0.10119999999994889,0.11789999999990641,0.13479999999981374,0.14909999999985502,0.16619999999995372,0.18319999999994963,0.19959999999985456,0.21599999999999397,0.232999999999997,0.2496999999999474,0.267299999999814,0.2844999999999942,0.299599999999856,0.3163999999999021,0.3328999999999027,0.34959999999986024,0.36609999999985376,0.382899999999907,0.40119999999995315,0.4161999999999537,0.43309999999985394,0.44969999999995025,0.46649999999999636,0.4827999999998127,0.4997999999998086,0.5160999999998594,0.5326999999999487,0.5507999999998106,0.5659999999999954,0.5838999999999004,0.599499999999999,0.6159999999999997,0.6330999999998568,0.6497999999998072,0.6675999999998581]",,5,0,5,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[96.56781074217108,297.2051613422355]","[-32.66514477114195,-310.7880923025854]",25.5,625,2,"[101,104,104,104,104,104,104,104,104,104,104,103,100,96,91,76,68,26,-5,-28,-44,-50,-52,-53,-55,-55,-55,-55,-55,-55,-55,-53,-48,-41,-34,-32,-29,-29,-31,-36,-41,-47,-48,-48,-48,-48,-48,-48,-48,-48,-48,-47,-46,-40,-35,-32,-29,-29]","[304,300,300,300,300,300,300,300,300,300,300,297,292,282,265,224,204,110,38,-33,-88,-122,-144,-159,-170,-177,-182,-186,-187,-188,-190,-193,-200,-205,-210,-213,-218,-225,-237,-251,-266,-279,-282,-282,-282,-282,-282,-283,-283,-284,-286,-286,-287,-289,-292,-295,-298,-300]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0003000000000454861,0.016600000000096315,0.03169999999995099,0.049399999999906186,0.06489999999990914,0.08160000000009404,0.09799999999999898,0.11460000000009529,0.1313000000000457,0.14800000000000324,0.16469999999995366,0.18189999999990647,0.1983999999999071,0.2151999999999532,0.23310000000009268,0.2498000000000502,0.26460000000009387,0.2816000000000898,0.29999999999999716,0.3151000000000934,0.33180000000004384,0.34989999999990573,0.3651999999999518,0.3816000000000912,0.3999999999999986,0.4173000000000471,0.4313999999999041,0.45039999999990954,0.4648000000000465,0.482999999999997,0.49819999999995446,0.5150000000000006,0.5328000000000443,0.5483999999999085,0.5648999999999091,0.5831999999999553,0.5978999999999104,0.6148000000000451,0.6315000000000026,0.6484999999999985,0.6648999999999106,0.6831000000000955,0.7001999999999526,0.7163000000000466,0.7313000000000471,0.7481000000000932,0.7648999999999049,0.7815000000000012,0.7981000000000904,0.8148999999999091,0.8335000000000008,0.84860000000009,0.8648999999999063,0.8813000000000457,0.898199999999953,0.9163999999999035,0.9314999999999998,0.9483000000000459]",,6,0,6,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-32.66514477114195,-310.7880923025854]","[-32.66514477114167,310.7880923025854]",25.5,625,2,"[-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-31,-32,-33,-33,-33,-31,-28,-28,-27,-33,-46,-59,-78,-94,-104,-111,-113,-113,-114,-114,-114,-114,-114,-110,-99,-84,-61,-35,-11,11,14,16,15,9,5,2,-1,-2,-3,-4,-8,-13,-16,-16,-17,-17,-18,-20,-25]","[-300,-302,-302,-303,-304,-304,-304,-304,-304,-304,-304,-300,-295,-290,-280,-264,-241,-213,-177,-141,-77,-31,20,67,115,157,184,207,225,236,243,247,248,248,249,249,250,253,259,271,282,296,299,303,305,307,307,307,307,307,308,309,310,312,312,312,313,313,315,316,318]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0001999999999497959,0.018100000000089267,0.033100000000089835,0.05119999999995173,0.06630000000004088,0.08460000000008705,0.09980000000004452,0.11630000000004515,0.13310000000009126,0.14960000000009188,0.16619999999995372,0.18319999999994963,0.201300000000046,0.2181000000000921,0.23330000000004247,0.2498000000000431,0.2676999999999481,0.28289999999990556,0.29980000000004736,0.3166000000000935,0.33469999999994826,0.3496000000000876,0.3683000000000405,0.38349999999999795,0.3999999999999986,0.416699999999949,0.4348999999999066,0.44999999999999574,0.46660000000009205,0.4833000000000425,0.4996000000000933,0.5183000000000462,0.5331000000000898,0.5496000000000905,0.5663000000000409,0.5833999999999051,0.5998000000000445,0.6166000000000906,0.6331000000000913,0.651399999999903,0.6681000000000878,0.6846999999999497,0.6998000000000459,0.7166999999999533,0.7348999999999037,0.7498999999999043,0.7663999999999049,0.783199999999951,0.8011999999999517,0.8163000000000409,0.8333999999999051,0.8509999999999991,0.8663999999999064,0.8831999999999525,0.901399999999903,0.9181999999999491,0.9329999999999998,0.9513999999999072,0.966600000000092,0.9831999999999539,1.0001000000000886]",,7,0,7,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[-32.66514477114167,310.7880923025854]","[96.567810742171,-297.2051613422355]",25.5,625,2,"[-25,-30,-37,-39,-41,-41,-41,-41,-41,-38,-35,-32,-30,-30,-30,-30,-30,-29,-21,-1,9,33,48,65,88,118,149,172,186,193,195,195,195,195,195,194,190,183,169,148,127,113,104,101,100,100,100,100,101,104,106,108,109,109,109,107,102]","[318,321,324,324,325,325,325,325,325,325,324,324,324,324,324,324,324,324,311,261,231,126,41,-57,-151,-236,-303,-348,-366,-372,-372,-372,-372,-371,-370,-369,-369,-368,-366,-365,-363,-360,-356,-353,-350,-347,-346,-344,-341,-338,-334,-330,-325,-319,-313,-309,-305]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00019999999995690132,0.0173000000000485,0.032800000000051455,0.050600000000095235,0.06610000000009819,0.08410000000009177,0.09930000000004924,0.11589999999991107,0.13269999999995719,0.1493999999999076,0.16589999999990823,0.18389999999990891,0.19919999999995497,0.2153999999999101,0.2325000000000017,0.24930000000004782,0.26569999999995275,0.2823999999999103,0.2991999999999564,0.31819999999995474,0.3328999999999098,0.34939999999991045,0.36599999999999966,0.38389999999991176,0.3993999999999076,0.415800000000047,0.4343000000000501,0.44939999999991187,0.46739999999990545,0.4828999999999084,0.5006000000000981,0.5156999999999528,0.5321999999999534,0.5508000000000521,0.5658000000000456,0.5838999999999075,0.5993999999999104,0.615600000000093,0.6328000000000458,0.6506000000000967,0.6658999999999082,0.6826999999999543,0.7006000000000938,0.7175000000000011,0.7328000000000472,0.7506999999999522,0.7660000000000053,0.7843000000000515,0.7995000000000019,0.8160000000000025,0.8328000000000486,0.8505000000000038,0.8661000000000953,0.8823000000000505,0.8993999999999076,0.9161999999999537,0.9323999999999089]",,8,0,8,0,1,,,,
,,,,,,,,,,,,,,,PAV-0015,2022-11-01_16h31.55.119,GoFitts,2022.1.4,Win32,59.99160118,,,,,"[96.567810742171,-297.2051613422355]","[-156.24999999999994,270.6329386826371]",25.5,625,2,"[102,101,100,100,100,100,100,100,99,99,99,99,98,88,76,60,39,13,-23,-66,-107,-151,-159,-172,-181,-183,-183,-184,-185,-185,-185,-184,-181,-170,-161,-160,-158,-157,-156,-156,-156,-156,-156,-156,-156,-156,-156,-156,-157,-159,-160]","[-305,-304,-304,-303,-303,-303,-303,-303,-303,-303,-303,-303,-301,-283,-264,-231,-185,-126,-55,18,82,150,161,177,192,194,198,200,205,210,219,229,238,246,250,250,250,250,250,251,251,251,251,252,252,253,253,253,253,256,259]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00019999999995690132,0.017800000000050886,0.03350000000000364,0.051699999999954116,0.06640000000014368,0.08299999999999841,0.09990000000014021,0.11640000000014084,0.13319999999995247,0.15140000000013742,0.166400000000138,0.18310000000009552,0.20000000000000284,0.218300000000049,0.23469999999995395,0.25160000000009575,0.2669000000001418,0.2834000000001424,0.3015000000000043,0.3168000000000504,0.33469999999995537,0.35160000000009717,0.36640000000014084,0.38319999999995247,0.40169999999995554,0.41810000000009495,0.4333000000000453,0.44960000000009614,0.468300000000049,0.4834999999999994,0.5001000000000957,0.5166999999999575,0.5350000000000037,0.5519000000001384,0.5681999999999547,0.5834000000001396,0.601199999999956,0.6166999999999518,0.6331999999999525,0.6501000000000943,0.6666000000000949,0.6833000000000453,0.7000000000000028,0.716800000000049,0.7343000000000472,0.75,0.7665000000000006,0.7830000000000013,0.799900000000143,0.8166999999999547,0.8346000000000942]",,9,0,9,0,1,,,,
