key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,from,to,w,a,sequence_loop.thisN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_2.keys,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,受試者ID,date,expName,psychopyVersion,OS,frameRate,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
,,,,"[61.80339887498945,-190.21130325903073]","[-99.99999999999996,173.20508075688775]",48,400,1,"[62.33331298828125,62.33331298828125,62.33331298828125,62.33331298828125,62.33331298828125,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,63.22222900390625,61.4444580078125,51.66668701171875,36.5555419921875,12.5555419921875,-14.111083984375,-45.22222900390625,-64.7777099609375,-82.55548095703125,-94.111083984375]","[-170.66680908203125,-180.4444580078125,-187.5555419921875,-191.11114501953125,-193.77777099609375,-196.4444580078125,-198.22222900390625,-199.11114501953125,-202.66668701171875,-205.33331298828125,-206.2222900390625,-206.2222900390625,-206.2222900390625,-206.2222900390625,-206.2222900390625,-190.22222900390625,-160.888916015625,-107.55557250976562,-36.444488525390625,31.111114501953125,87.11111450195312,122.66665649414062,148.44444274902344,168]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0006000000014907414,0.016100000001490145,0.0327000000011175,0.049400000000375144,0.06590000000037222,0.08270000000111821,0.09950000000000259,0.11590000000037293,0.13310000000149103,0.14960000000149165,0.16590000000037364,0.18220000000111725,0.19860000000149114,0.21490000000037313,0.23010000000149233,0.2493000000007477,0.26590000000037506,0.28240000000037213,0.2991000000014914,0.3159000000003722,0.3323000000007461,0.3494000000003723,0.3666000000014904,0.38280000000074565]",,11,0,11,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-99.99999999999996,173.20508075688775]","[133.82612127177168,-148.6289650954788]",48,400,1,"[-94.111083984375,-98.5555419921875,-102.111083984375,-103.88885498046875,-104.7777099609375,-105.66668701171875,-105.66668701171875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-106.5555419921875,-103,-98.5555419921875,-90.5555419921875,-75.4444580078125,-54.111083984375,-25.66668701171875,4.5555419921875,36.5555419921875,56.11114501953125,71.22222900390625,81,87.22222900390625,91.66668701171875,97.888916015625,101.4444580078125,105,110.33331298828125,113.888916015625,115.66668701171875]","[168,178.6666717529297,184.88888549804688,188.44442749023438,189.3333282470703,190.2222137451172,190.2222137451172,192,192,192,192,192,192,192,192,192,192,192,191.11111450195312,184.88888549804688,168,143.11111450195312,109.33334350585938,69.33334350585938,26.666656494140625,-8.888885498046875,-33.77777099609375,-56,-71.11111450195312,-80.88888549804688,-91.55557250976562,-101.33334350585938,-109.33334350585938,-114.66668701171875,-125.33331298828125,-130.66668701171875,-133.33331298828125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005999999996255667,0.01640000000037034,0.03240000000037213,0.04899999999999949,0.0653000000007431,0.08220000000111582,0.09830000000074435,0.11420000000111585,0.1317000000011177,0.14770000000111594,0.16300000000000026,0.1814000000003695,0.19770000000111665,0.21520000000111494,0.2314000000003702,0.24830000000074293,0.2647000000011168,0.28080000000074534,0.29870000000111574,0.31520000000111636,0.33190000000037045,0.3484999999999978,0.3652000000011171,0.3815999999996258,0.39830000000074506,0.4150999999996259,0.43170000000111486,0.4484000000003725,0.4650999999996266,0.4815000000000005,0.4982000000011162,0.5150999999996273,0.5319000000003697,0.5482000000011169,0.5652000000011164,0.581700000001117,0.5980999999996257]",,12,0,12,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[133.82612127177168,-148.6289650954788]","[-161.80339887498945,117.55705045849464]",48,400,1,"[115.66668701171875,115.66668701171875,116.5555419921875,117.44451904296875,119.22222900390625,120.11114501953125,120.11114501953125,120.11114501953125,120.11114501953125,120.11114501953125,120.11114501953125,120.11114501953125,121.88897705078125,122.77777099609375,123.66668701171875,123.66668701171875,122.77777099609375,117.44451904296875,106.77777099609375,88.11114501953125,61.4444580078125,21.4444580078125,-24.7777099609375,-65.66668701171875,-102.111083984375,-126.99993896484375,-142.111083984375,-151.88885498046875,-155.4444580078125,-160.77777099609375,-161.66668701171875,-163.4444580078125,-165.22222900390625,-166.111083984375,-168.77777099609375,-172.33331298828125,-174.111083984375,-175,-175.88885498046875]","[-133.33331298828125,-133.33331298828125,-135.11114501953125,-136.888916015625,-139.5555419921875,-141.33331298828125,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-142.22222900390625,-141.33331298828125,-136.888916015625,-123.5555419921875,-112,-96.88888549804688,-81.77777099609375,-56.888885498046875,-28.4444580078125,-5.333404541015625,16.88885498046875,32,44.444427490234375,51.5555419921875,56.88885498046875,64,65.77774047851562,68.44442749023438,71.11111450195312,73.77777099609375,79.111083984375,87.99996948242188,93.33334350585938,96.88885498046875,100.44442749023438]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0006000000014907414,0.017300000000748383,0.0327000000011175,0.049500000000001876,0.06630000000074787,0.08270000000111821,0.0990000000000002,0.11540000000037409,0.1317000000011177,0.14880000000074745,0.1658000000007469,0.18210000000149051,0.1989000000003749,0.21570000000112088,0.23230000000074824,0.24910000000149068,0.2658000000007483,0.2824000000003757,0.29890000000037276,0.3160000000000025,0.33240000000037284,0.34930000000074557,0.3666000000014904,0.38240000000037355,0.3985000000000021,0.41530000000074807,0.43200000000000216,0.4491000000014935,0.4658000000007476,0.4825000000000017,0.4988000000007453,0.5159000000003751,0.5321000000014919,0.548800000000746,0.5657000000011188,0.5821000000014926,0.5988000000007467,0.6153000000007474,0.631800000000748]",,13,0,13,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-161.80339887498945,117.55705045849464]","[182.7090915285202,-81.34732861516002]",48,400,1,"[-175.88885498046875,-177.66668701171875,-178.5555419921875,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-179.4444580078125,-172.33331298828125,-135.88885498046875,-109.22216796875,-81.66668701171875,-53.22222900390625,-23,5.4444580078125,20.5555419921875,33.00006103515625,46.3333740234375,62.33331298828125,71.22222900390625,79.22222900390625,84.5555419921875,100.5555419921875,105.888916015625,116.5555419921875,121.88897705078125,122.77777099609375,122.77777099609375,123.66668701171875,126.3333740234375,131.66668701171875,140.5555419921875,151.22222900390625,161.88897705078125,177]","[100.44442749023438,107.5555419921875,119.11111450195312,138.66665649414062,147.55555725097656,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,149.3333282470703,153.77777099609375,154.6666717529297,144,124.44442749023438,102.22222900390625,81.77777099609375,69.33334350585938,60.444427490234375,46.22222900390625,30.222198486328125,22.22222900390625,13.333343505859375,5.333343505859375,-17.77777099609375,-26.666656494140625,-40,-44.4444580078125,-45.333404541015625,-45.333404541015625,-45.333404541015625,-45.333404541015625,-46.22222900390625,-49.777801513671875,-53.333343505859375,-56.888885498046875,-64]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0005999999996291194,0.016400000000373893,0.032900000000370966,0.04949999999999832,0.06650000000000134,0.08280000000074494,0.09919999999925366,0.11519999999925545,0.1304000000003711,0.14690000000037173,0.16580000000074335,0.18190000000037188,0.1970999999996259,0.2150999999996266,0.23159999999962722,0.24690000000037315,0.26490000000037384,0.2801999999992546,0.2985999999996274,0.3136999999992547,0.3331999999992554,0.34949999999999903,0.36599999999999966,0.38280000000074565,0.3991999999992544,0.41580000000074335,0.4321999999992556,0.44890000000037134,0.46580000000074406,0.4823000000007447,0.49890000000037205,0.5158000000007448,0.5333000000007466,0.5496999999992553,0.5658000000007455,0.5825999999996263,0.5993000000007456,0.6158000000007462,0.6321999999992549,0.6483000000007451,0.6655000000000015,0.6820999999996289,0.6984999999999992,0.7153000000007452,0.7321999999992563,0.7495000000000012,0.7669999999999995]",,14,0,14,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,,,,,1,,,,,,,,,,,,,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,1,0,0,1
,,return,0.8847,"[-215.88888549804688,84.44442749023438]","[-8.88491937775061,-84.53436110630322]",77.8,170,2,"[-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-215.88888549804688,-203.44442749023438,-188.33331298828125,-168.77777099609375,-146.5555419921875,-123.4444580078125,-100.33319091796875,-83.4444580078125,-77.22222900390625,-74.5555419921875,-71.88885498046875,-70.111083984375,-68.33331298828125,-67.4444580078125,-66.5555419921875,-65.66668701171875,-57.66668701171875,-39]","[84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,84.44442749023438,60.444427490234375,31.111114501953125,2.666656494140625,-26.666656494140625,-49.777801513671875,-68.4444580078125,-80,-82.66665649414062,-85.33334350585938,-87.11111450195312,-88.88888549804688,-89.77777099609375,-89.77777099609375,-89.77777099609375,-90.66665649414062,-92.4444580078125,-101.33334350585938]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0014000000003697721,0.014900000000370284,0.03149999999999764,0.048099999999625,0.06459999999962562,0.08129999999887971,0.09790000000037224,0.11459999999962633,0.1311999999992537,0.14790000000037296,0.1645000000000003,0.1811999999992544,0.1979000000003701,0.21449999999999747,0.23109999999962483,0.24769999999925219,0.26440000000037145,0.2809999999999988,0.29759999999962616,0.31440000000037216,0.3309999999999995,0.34750000000000014,0.36419999999925423,0.3810000000000002,0.3974999999999973,0.41419999999925494,0.43090000000037065,0.447499999999998,0.4641999999992521,0.4809999999999981,0.4979000000003708,0.5144999999999982,0.5311999999992523,0.5479000000003715,0.5644999999999989,0.5810999999996262,0.597999999999999,0.614299999998881,0.6310000000000002,0.6476999999992543,0.6642999999988817,0.6809999999999974,0.6977999999988818,0.7147999999988812,0.7309999999999981,0.7474999999999987,0.7642999999988795]",,0,0,0,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-8.88491937775061,-84.53436110630322]","[-8.884919377750533,84.53436110630324]",77.8,170,2,"[-39,-22.111083984375,-13.22222900390625,-8.77777099609375,-3.4444580078125,1.88897705078125,5.4444580078125,7.22222900390625,7.22222900390625,7.22222900390625,7.22222900390625,7.22222900390625,7.22222900390625,7.22222900390625,6.3333740234375,4.5555419921875,1,-3.4444580078125,-6.99993896484375,-9.66668701171875,-9.66668701171875,-9.66668701171875,-7.88885498046875,-4.33331298828125,-1.66668701171875,1.88897705078125,3.66668701171875,5.4444580078125]","[-101.33334350585938,-107.55557250976562,-108.4444580078125,-110.22222900390625,-111.11111450195312,-113.77777099609375,-115.5555419921875,-116.4444580078125,-116.4444580078125,-116.4444580078125,-116.4444580078125,-116.4444580078125,-116.4444580078125,-116.4444580078125,-116.4444580078125,-112,-104,-95.11111450195312,-82.66665649414062,-73.77777099609375,-59.555572509765625,-35.555572509765625,-12.4444580078125,11.5555419921875,24.888885498046875,36.444427490234375,45.333343505859375,51.5555419921875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0013000000007430401,0.015999999999998238,0.03309999999962798,0.04919999999925295,0.06630000000074432,0.0825999999996263,0.09890000000036991,0.11559999999962756,0.13180000000074443,0.1484000000003718,0.16509999999962588,0.18169999999925324,0.19830000000074577,0.21499999999999986,0.23209999999962605,0.24890000000037205,0.2654999999999994,0.2829999999999977,0.3009999999999984,0.31730000000074554,0.33209999999962747,0.3484999999999978,0.36519999999925545,0.38180000000074443,0.39859999999962525,0.4151999999992526,0.4319999999999986,0.44859999999962596]",,1,0,1,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-8.884919377750533,84.53436110630324]","[26.266444521870515,-80.83980388508806]",77.8,170,2,"[5.4444580078125,8.11114501953125,9.888916015625,10.77783203125,11.66668701171875,12.5555419921875,13.4444580078125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,14.33331298828125,16.11114501953125,16.11114501953125,17.888916015625,23.22222900390625,30.33331298828125]","[51.5555419921875,56,60.444427490234375,64,67.5555419921875,73.77777099609375,80.88888549804688,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,83.55551147460938,71.11111450195312,44.444427490234375,12.444427490234375,-10.666656494140625,-33.77777099609375,-52.4444580078125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.000199999999253464,0.015399999998507496,0.03200000000000003,0.04809999999962855,0.06469999999925591,0.08159999999962508,0.09799999999999898,0.11469999999925307,0.13089999999850832,0.14750000000000085,0.16419999999925494,0.1807999999988823,0.19739999999850966,0.21419999999925565,0.23069999999925273,0.24739999999851037,0.2644999999999982,0.28109999999962554,0.2978999999985099,0.31439999999851054,0.3343999999985101,0.3476999999992536]",,2,0,2,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[26.266444521870515,-80.83980388508806]","[-42.49999999999998,73.6121593216773]",77.8,170,2,"[30.33331298828125,33.888916015625,37.44451904296875,38.33331298828125,41.88897705078125,41.88897705078125,42.77777099609375,43.66668701171875,44.5555419921875,46.3333740234375,46.3333740234375,46.3333740234375,46.3333740234375,46.3333740234375,46.3333740234375,46.3333740234375,46.3333740234375,45.4444580078125,42.77777099609375,38.33331298828125,27.66668701171875,17,9.888916015625,5.4444580078125,2.77777099609375,1.88897705078125,-0.77777099609375,-1.66668701171875,-5.22222900390625]","[-52.4444580078125,-63.111114501953125,-69.33334350585938,-75.55557250976562,-85.33334350585938,-92.4444580078125,-96,-102.22222900390625,-110.22222900390625,-117.33331298828125,-120,-120,-120,-120,-120,-119.11114501953125,-105.77777099609375,-77.33334350585938,-54.222259521484375,-31.111114501953125,-3.555572509765625,16.88885498046875,33.77777099609375,44.444427490234375,49.77777099609375,56.88885498046875,64,66.66665649414062,72.88888549804688]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0012999999988849709,0.01629999999888554,0.03300000000000125,0.04909999999962977,0.06569999999925713,0.08250000000000313,0.0990000000000002,0.11559999999962756,0.13239999999851193,0.14909999999962764,0.165699999999255,0.1816999999992568,0.19839999999851088,0.21499999999999986,0.23159999999963077,0.2487999999988837,0.26550000000000296,0.28219999999925705,0.2987999999988844,0.315299999998885,0.33209999999962747,0.34869999999925483,0.36539999999851247,0.38239999999851193,0.3990000000000009,0.4157999999988853,0.43599999999999994,0.4488999999985097,0.4652999999988836]",,3,0,3,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-42.49999999999998,73.6121593216773]","[56.87610154050297,-63.16731016557849]",77.8,170,2,"[-5.22222900390625,-6.99993896484375,-8.77777099609375,-10.5555419921875,-13.22222900390625,-14.111083984375,-14.111083984375,-14.111083984375,-15,-15.88885498046875,-16.77777099609375,-18.5555419921875,-21.22222900390625,-24.7777099609375,-25.66668701171875,-24.7777099609375,-14.111083984375,-3.4444580078125,12.5555419921875,27.66668701171875,43.66668701171875,57.888916015625,70.33331298828125]","[72.88888549804688,78.22222900390625,80.88888549804688,83.55551147460938,86.22222900390625,86.22222900390625,86.22222900390625,86.22222900390625,86.22222900390625,86.22222900390625,85.33334350585938,84.44442749023438,82.66665649414062,79.111083984375,75.5555419921875,69.33334350585938,52.444427490234375,40.888885498046875,27.5555419921875,13.333343505859375,-0.888916015625,-16,-30.22222900390625]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.001100000001489576,0.01530000000074594,0.031900000000373296,0.04970000000111696,0.06590000000037222,0.08180000000074372,0.09810000000149088,0.11480000000074497,0.13180000000074443,0.14849999999999852,0.16540000000037125,0.1824000000003707,0.19860000000149114,0.2152000000011185,0.2323000000007447,0.24870000000111858,0.2651000000014889,0.28180000000074656,0.29830000000074364,0.31510000000148963,0.33160000000149026,0.3484000000003711,0.36499999999999844]",,4,0,4,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[56.87610154050297,-63.16731016557849]","[-68.76644452187053,49.961746444860225]",77.8,170,2,"[70.33331298828125,77.44451904296875,81,83.66668701171875,87.22222900390625,89.888916015625,90.77783203125,91.66668701171875,91.66668701171875,91.66668701171875,91.66668701171875,91.66668701171875,91.66668701171875,91.66668701171875,84.5555419921875,63.22222900390625,41.88897705078125,22.33331298828125,2.77777099609375,-16.77777099609375,-38.11102294921875]","[-30.22222900390625,-40,-46.22222900390625,-54.222259521484375,-63.111114501953125,-69.33334350585938,-72.88888549804688,-73.77777099609375,-73.77777099609375,-73.77777099609375,-73.77777099609375,-73.77777099609375,-73.77777099609375,-73.77777099609375,-65.77777099609375,-34.666656494140625,-9.777801513671875,7.999969482421875,29.333343505859375,48.888885498046875,65.77774047851562]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0015000000000000568,0.01630000000074716,0.03290000000037452,0.04969999999925534,0.0664000000003746,0.08319999999925543,0.09980000000074796,0.11619999999925668,0.13240000000037355,0.1490000000000009,0.165699999999255,0.18219999999925562,0.1989000000003749,0.21559999999962898,0.23259999999962844,0.24940000000037443,0.2660000000000018,0.2826999999992559,0.29930000000074486,0.3160000000000025,0.33300000000000196]",,5,0,5,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[-68.76644452187053,49.961746444860225]","[77.65136389962109,-34.57261466144301]",77.8,170,2,"[-38.11102294921875,-53.22222900390625,-62.111083984375,-67.4444580078125,-69.22216796875,-71.88885498046875,-76.33331298828125,-77.22222900390625,-78.11102294921875,-78.11102294921875,-78.11102294921875,-78.11102294921875,-78.11102294921875,-78.11102294921875,-77.22222900390625,-68.33331298828125,-49.66668701171875,-27.4444580078125,17.888916015625,32.11114501953125,56.11114501953125,87.22222900390625]","[65.77774047851562,73.77777099609375,77.33334350585938,78.22222900390625,78.22222900390625,78.22222900390625,78.22222900390625,78.22222900390625,78.22222900390625,77.33334350585938,77.33334350585938,77.33334350585938,77.33334350585938,77.33334350585938,76.44442749023438,72,62.22222900390625,49.77777099609375,29.333343505859375,24.888885498046875,13.333343505859375,-4.4444580078125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0006999999992558514,0.015400000000372671,0.03179999999888494,0.048599999999627386,0.06540000000037338,0.0817999999988821,0.0985999999996281,0.11500000000000199,0.13169999999925608,0.14850000000000207,0.16459999999962704,0.1811999999992544,0.19790000000037367,0.21459999999962776,0.23150000000000048,0.2487999999988837,0.26540000000037267,0.2815999999996279,0.29850000000000065,0.3166999999992548,0.33159999999962864,0.3482999999988827]",,6,0,6,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
,,,,"[77.65136389962109,-34.57261466144301]","[-83.14254606237348,17.672493719509543]",77.8,170,2,"[87.22222900390625,98.77777099609375,105,110.33331298828125,111.22222900390625,111.22222900390625,111.22222900390625,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,112.11114501953125,105.888916015625,87.22222900390625,63.22222900390625,27.66668701171875,-5.22222900390625,-31,-48.77777099609375,-57.66668701171875]","[-4.4444580078125,-12.4444580078125,-17.77777099609375,-21.333343505859375,-22.22222900390625,-22.22222900390625,-22.22222900390625,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-16.888885498046875,-3.555572509765625,9.77777099609375,22.22222900390625,31.111114501953125,36.444427490234375,36.444427490234375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0011999999992546861,0.016099999999628523,0.032900000000370966,0.04969999999925534,0.06630000000074432,0.08240000000037284,0.09890000000037347,0.11590000000037293,0.13230000000074682,0.14890000000037418,0.16559999999962827,0.18219999999925562,0.19890000000037134,0.2154999999999987,0.23209999999962605,0.2486999999992534,0.2654999999999994,0.28209999999962676,0.2991999999992565,0.3159000000003722,0.33240000000037284,0.34919999999925366,0.3658000000007462,0.38240000000037355,0.3991999999992544,0.4160999999996271]",,7,0,7,0,1,,2022-09-22_21h53.41.858,GoFitts,2022.1.4,Win32,59.64451867,,,,
